id,title,subtitle,authors,language,genre,published_date,page_count
1205,Lethal Seduction,,"[""Jackie Collins""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Thriller"",""Novels"",""Drama"",""Adult"",""Adult Fiction"",""Suspense"",""Contemporary""]",2001-06-01,592.0
1206,No Way to Treat a First Lady,,"[""Christopher Buckley""]",en,"[""Fiction"",""Humor"",""Politics"",""Mystery"",""Humor"",""Comedy"",""Novels"",""Contemporary"",""Adult Fiction"",""Audiobook"",""Adult""]",2003,340.0
1207,A Crime in the Neighborhood,,"[""Suzanne Berne""]",en,"[""Fiction"",""Mystery"",""Historical"",""Historical Fiction"",""Mystery"",""Crime"",""Literary Fiction"",""Young Adult"",""Coming Of Age"",""Thriller"",""Historical"",""Thriller"",""Mystery Thriller"",""Suspense""]",1998,247.0
1209,Romance of the Three Kingdoms Volume 1,,"[""Lo Kuan-Chung"",""Robert E. Hegel"",""C. H. Brewitt-Taylor""]",en,"[""Fiction"",""Classics"",""Historical"",""Historical Fiction"",""Cultural"",""China"",""Asian Literature"",""Chinese Literature"",""Literature"",""Fantasy"",""Historical"",""Cultural"",""Asia"",""Novels""]",2002-04-15,708.0
1211,London Transports,,"[""Maeve Binchy""]",en,"[""Fiction"",""Short Stories"",""Womens Fiction"",""Chick Lit"",""Romance"",""European Literature"",""Irish Literature"",""Contemporary"",""Cultural"",""Ireland"",""Womens Fiction"",""Novels"",""Adult""]",1995,376.0
1212,Undertow,,"[""Sydney Bauer""]",en,"[""Mystery"",""Thriller"",""Thriller"",""Legal Thriller"",""Mystery"",""Crime"",""Audiobook"",""Fiction"",""Thriller"",""Mystery Thriller""]",2008,439.0
1213,Forgotten Fire,,"[""Adam Bagdasarian""]",en,"[""Historical"",""Historical Fiction"",""Young Adult"",""Fiction"",""Historical"",""War"",""Academic"",""School"",""Young Adult"",""Teen"",""World War II"",""Holocaust"",""Academic"",""Read For School"",""Literature"",""20th Century""]",2002,304.0
1214,The Breathtaker,,"[""Alice Blanchard""]",en,"[""Mystery"",""Thriller"",""Fiction"",""Suspense"",""Thriller"",""Mystery Thriller"",""Horror"",""Mystery"",""Crime"",""Contemporary"",""Adult"",""Business"",""Amazon""]",2005-03,373.0
1215,Bittersweet Rain,,"[""Sandra Brown""]",en,"[""Romance"",""Romance"",""Contemporary Romance"",""Contemporary"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Mystery"",""Suspense"",""Romance"",""Category Romance"",""Audiobook"",""Drama""]",2000-01-15,304.0
1216,Sunny Chandler's Return,,"[""Sandra Brown""]",en,"[""Romance"",""Romance"",""Contemporary Romance"",""Contemporary"",""Fiction"",""Category Romance"",""Harlequin"",""Adult"",""Womens Fiction"",""Chick Lit"",""Mystery"",""Romance"",""Romantic Suspense"",""Suspense""]",2004,227.0
1217,Chill Factor,A Novel,"[""Sandra Brown""]",en,"[""Romance"",""Mystery"",""Romance"",""Romantic Suspense"",""Suspense"",""Thriller"",""Fiction"",""Thriller"",""Mystery Thriller"",""Mystery"",""Crime"",""Audiobook"",""Contemporary""]",2006-08-01,560.0
1218,Effendi,The Second Arabesk,"[""Jon Courtenay Grimwood""]",en,"[""Science Fiction"",""Science Fiction"",""Alternate History"",""Fiction"",""Fantasy"",""Mystery"",""Science Fiction"",""Cyberpunk"",""Mystery"",""Crime"",""Speculative Fiction"",""Thriller"",""Thriller"",""Mystery Thriller""]",2003,376.0
1219,Drawn from Life,A Memoir,"[""Stella Bowen""]",en,"[""Biography"",""Autobiography"",""Memoir"",""Nonfiction"",""Art""]",1999,303.0
1221,Emotional Intelligence,,"[""Daniel Goleman""]",en,"[""Psychology"",""Nonfiction"",""Self Help"",""Business"",""Self Help"",""Personal Development"",""Science"",""Leadership"",""Education"",""Business"",""Management"",""Audiobook""]",2005,358.0
1222,Jinx,,"[""Meg Cabot""]",en,"[""Young Adult"",""Fantasy"",""Romance"",""Fantasy"",""Paranormal"",""Womens Fiction"",""Chick Lit"",""Fantasy"",""Magic"",""Fiction"",""Paranormal"",""Witches"",""Young Adult"",""Teen"",""Fantasy"",""Supernatural""]",2008-10-03,253.0
1224,An Apple from Eden,,"[""Emma Blair""]",en,"[""Romance"",""Historical"",""Fiction""]",1998,471.0
1225,Half Hidden,,"[""Emma Blair""]",en,"[""Fiction""]",1997,472.0
1226,Head Over Heels,,"[""Susan Andersen""]",en,"[""Romance"",""Romance"",""Contemporary Romance"",""Contemporary"",""Womens Fiction"",""Chick Lit"",""Romance"",""Romantic Suspense"",""Mystery"",""War"",""Military Fiction"",""Suspense"",""Humor"",""Fiction""]",2002-01-08,368.0
1228,Close to Shore,The Terrifying Shark Attacks of 1916,"[""Michael Capuzzo""]",en,"[""Nonfiction"",""History"",""Animals"",""North American Hi..."",""American History"",""Historical"",""Science"",""Environment"",""Nature"",""Adult"",""Thriller"",""Adventure"",""Maritime""]",2002,336.0
1229,The Hard Way,,"[""Lee Child""]",en,"[""Thriller"",""Fiction"",""Mystery"",""Mystery"",""Crime"",""Action"",""Suspense"",""Thriller"",""Mystery Thriller"",""Audiobook"",""Adventure"",""Mystery"",""Detective""]",2006,397.0
1230,An Echo in the Darkness,,"[""Francine Rivers""]",en,"[""Christian Fiction"",""Historical"",""Historical Fiction"",""Christian"",""Fiction"",""Romance"",""Historical"",""Romance"",""Christian Romance"",""Romance"",""Historical Romance"",""Religion"",""Adult""]",2002,446.0
1231,Ten Men Dead,The Story of the 1981 Irish Hunger Strike,"[""David Beresford""]",en,"[""History"",""Cultural"",""Ireland"",""Nonfiction"",""European Literature"",""Irish Literature"",""Politics"",""Writing"",""Journalism"",""Biography"",""War"",""Historical"",""History"",""European History""]",1997,356.0
1232,Dangerous Kiss,,"[""Jackie Collins""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Adult"",""Novels"",""Contemporary"",""Romance"",""Contemporary Romance"",""Thriller"",""Adult Fiction"",""Audiobook""]",1999,553.0
1233,Friday's Girl,,"[""Charlotte Bingham""]",en,"[""Fiction""]",2006,512.0
1234,Sepulchre,,"[""James Herbert""]",en,"[""Horror"",""Fiction"",""Thriller"",""Fantasy"",""Fantasy"",""Supernatural"",""Audiobook"",""European Literature"",""British Literature"",""Mystery"",""Modern"",""Anthologies"",""Collections""]",1988,372.0
1235,Fatal Terrain,,"[""Dale Brown""]",en,"[""Fiction"",""War"",""Military Fiction"",""Thriller"",""War"",""Action"",""Adventure"",""Suspense"",""Aviation"",""Science Fiction"",""Novels""]",1998,474.0
1236,The Nemesis File,,"[""Paul Bruce""]",en,"[""Biography""]",1996,287.0
1239,"Weep No More, My Lady",,"[""Mary Higgins Clark""]",en,"[""Mystery"",""Fiction"",""Suspense"",""Thriller"",""Thriller"",""Mystery Thriller"",""Mystery"",""Crime"",""Adult"",""Adult Fiction"",""Romance"",""Contemporary""]",1998-08-01,336.0
1240,West 47th,,"[""Gerald A. Browne""]",en,"[""Fiction"",""Mystery""]",1997-04-01,416.0
1241,Sky Masters,,"[""Dale Brown""]",en,"[""Fiction"",""Thriller"",""War"",""Military Fiction"",""War"",""Adventure"",""Action"",""Suspense"",""Aviation"",""Science Fiction""]",1992,465.0
1242,Nerve Centre,,"[""Dale Brown""]",en,"[""Fiction"",""War"",""Military Fiction"",""Thriller"",""Action"",""Suspense"",""War"",""Adventure""]",2002,484.0
1243,Shadows of Steel,,"[""Dale Brown""]",en,"[""Fiction"",""War"",""Military Fiction"",""Thriller"",""Adventure"",""Action"",""War"",""Aviation"",""Science Fiction"",""Suspense""]",1997,367.0
1244,Piranha,,"[""Dale Brown"",""Jim DeFelice""]",en,"[""Fiction"",""Thriller"",""War"",""Military Fiction"",""Action"",""War"",""Adventure""]",2004-01-05,496.0
1245,Prime Time,,"[""Sandra Brown""]",en,"[""Romance"",""Romance"",""Contemporary Romance"",""Fiction"",""Contemporary"",""Audiobook"",""Womens Fiction"",""Chick Lit"",""Romance"",""Romantic Suspense"",""Suspense"",""Novels"",""Category Romance"",""Harlequin""]",1995-09-01,256.0
1247,The Tin Man,,"[""Dale Brown""]",en,"[""War"",""Military Fiction"",""Fiction"",""Thriller"",""Adventure"",""Action"",""War"",""Suspense"",""Audiobook"",""War"",""Terrorism"",""Science Fiction""]",1999,435.0
1248,Dale Brown's Dreamland: Retribution,,"[""Dale Brown"",""Jim DeFelice""]",en,"[""Fiction"",""Thriller"",""War"",""Military Fiction"",""War"",""Action"",""Suspense"",""Adventure""]",2007-08-28,432.0
1250,Chapter and Verse,,"[""Colin Bateman""]",en,"[""Fiction"",""Humor"",""Novels"",""Mystery""]",2004-04-05,346.0
1251,The Cat who Knew a Cardinal,,"[""Lilian Jackson Braun""]",en,"[""Mystery"",""Fiction"",""Animals"",""Cats"",""Mystery"",""Cozy Mystery"",""Animals"",""Mystery"",""Crime"",""Audiobook"",""Thriller"",""Mystery Thriller"",""Mystery"",""Detective"",""Humor""]",1992,275.0
1253,A Crack in Forever,,"[""Jeannie Brewer""]",en,"[""Romance"",""Fiction"",""Drama"",""Contemporary"",""Relationships""]",1997,429.0
1254,The Sisters,,"[""Pat Booth""]",en,"[""Fiction""]",1988-04-12,407.0
1255,Lord of Illusions,,"[""Clive Barker""]",en,"[""Horror"",""Fantasy"",""Fiction"",""Suspense"",""Fantasy"",""Supernatural""]",1995,214.0
1256,The Forbidden Circle,,"[""Marion Zimmer Bradley""]",en,"[""Fantasy"",""Science Fiction"",""Fiction"",""Science Fiction Fantasy"",""Sci Fi Fantasy""]",2002,570.0
1259,Vengeance,,"[""Benjamin Black""]",en,"[""Mystery"",""Fiction"",""Mystery"",""Crime"",""Cultural"",""Ireland"",""Historical"",""Historical Fiction"",""European Literature"",""Irish Literature"",""Thriller"",""Mystery Thriller"",""Thriller"",""Mystery"",""Noir"",""Mystery"",""Historical Mystery""]",2012,326.0
1261,The Hard Way,,"[""Lee Child""]",en,"[""Thriller"",""Fiction"",""Mystery"",""Mystery"",""Crime"",""Action"",""Suspense"",""Thriller"",""Mystery Thriller"",""Audiobook"",""Adventure"",""Mystery"",""Detective""]",2006,397.0
1262,The Burning Soul,,"[""John Connolly""]",en,"[""Thriller"",""Mystery"",""Mystery"",""Crime"",""Fiction"",""Horror"",""Thriller"",""Mystery Thriller"",""Fantasy"",""Supernatural"",""Fantasy"",""Paranormal"",""Mystery"",""Detective"",""Suspense""]",2011,416.0
1263,Lifeless,,"[""Mark Billingham""]",en,"[""Mystery"",""Crime"",""Mystery"",""Fiction"",""Thriller"",""Mystery"",""Detective"",""European Literature"",""British Literature"",""Thriller"",""Mystery Thriller"",""Emergency Services"",""Police"",""Mystery"",""Murder Mystery"",""Suspense""]",2005,375.0
1264,Iris,A Memoir of Iris Murdoch,"[""John Bayley""]",en,"[""Biography"",""Nonfiction"",""Autobiography"",""Memoir"",""Biography Memoir"",""Literature"",""Literature"",""20th Century"",""Love"",""European Literature"",""British Literature"",""Health"",""Mental Health"",""Romance""]",1999,294.0
1266,The Nosferatu Scroll,,"[""James Becker""]",en,"[""Fiction"",""Thriller"",""Mystery"",""Mystery"",""Crime"",""Horror"",""Paranormal"",""Vampires"",""Historical"",""Historical Fiction"",""Action"",""Historical"",""Adventure""]",2011,478.0
1267,Shark Trouble,True Stories About Sharks and the Sea,"[""Peter Benchley""]",en,"[""Nonfiction"",""Science"",""Animals"",""Environment"",""Nature"",""Adventure"",""Adventure"",""Maritime"",""Science Nature"",""Wildlife"",""Action"",""Environment""]",2002,186.0
1268,Stone Cold,,"[""David Baldacci""]",en,"[""Fiction"",""Thriller"",""Mystery"",""Suspense"",""Mystery"",""Crime"",""Thriller"",""Mystery Thriller"",""Audiobook"",""Action"",""Politics"",""Adventure""]",2017-11-14,528.0
1270,True Blue,,"[""David Baldacci""]",en,"[""Fiction"",""Mystery"",""Thriller"",""Mystery"",""Crime"",""Suspense"",""Thriller"",""Mystery Thriller"",""Audiobook"",""Action"",""Emergency Services"",""Police"",""Mystery"",""Detective""]",2010,656.0
1271,Act of Will,,"[""Barbara Taylor Bradford""]",en,"[""Fiction"",""Romance"",""Drama"",""Novels"",""Womens Fiction"",""Chick Lit"",""Historical"",""Historical Fiction"",""Adult Fiction"",""Historical""]",1986,526.0
1273,To be the Best,,"[""Barbara Taylor Bradford""]",en,"[""Fiction"",""Romance"",""Historical"",""Historical Fiction"",""Womens Fiction"",""Chick Lit"",""Drama"",""Novels"",""Adult Fiction"",""Contemporary"",""Womens Fiction"",""European Literature"",""British Literature""]",1989,518.0
1275,Her Own Rules,,"[""Barbara Taylor Bradford""]",en,"[""Fiction"",""Romance"",""Womens Fiction"",""Chick Lit"",""Mystery"",""Womens Fiction""]",1997,326.0
1276,A Sudden Change of Heart,,"[""Barbara Taylor Bradford""]",en,"[""Fiction"",""Romance"",""Womens Fiction"",""Chick Lit"",""Contemporary"",""Modern"",""Womens"",""Adult"",""Novels""]",1999,333.0
1277,The Triumph of Katie Byrne,,"[""Barbara Taylor Bradford""]",en,"[""Fiction"",""Romance"",""Mystery"",""Womens Fiction"",""Chick Lit"",""Novels"",""Contemporary"",""Thriller"",""Womens"",""Thriller"",""Mystery Thriller""]",2001,425.0
1278,Unexpected Blessings,,"[""Barbara Taylor Bradford""]",en,"[""Fiction"",""Romance"",""Historical"",""Historical Fiction"",""Adult"",""Womens Fiction"",""Chick Lit"",""Contemporary"",""Drama"",""Historical"",""Romance"",""Historical Romance"",""Romance"",""Contemporary Romance""]",2005,622.0
1279,Everything to Gain,,"[""Barbara Taylor Bradford""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Drama"",""Adult Fiction"",""Novels"",""Contemporary"",""Family"",""Adult"",""Romance"",""Contemporary Romance""]",1995,380.0
1283,The State of the Art,,"[""Iain Banks""]",en,"[""Science Fiction"",""Fiction"",""Short Stories"",""Space"",""Space Opera"",""Cultural"",""Science Fiction Fantasy"",""Banking"",""Banks"",""Fantasy"",""Space"",""Audiobook""]",1993,216.0
1284,Vengeance,,"[""Benjamin Black""]",en,"[""Mystery"",""Fiction"",""Mystery"",""Crime"",""Cultural"",""Ireland"",""Historical"",""Historical Fiction"",""European Literature"",""Irish Literature"",""Thriller"",""Mystery Thriller"",""Thriller"",""Mystery"",""Noir"",""Mystery"",""Historical Mystery""]",2013,326.0
1285,Ulster Alien,,"[""Stephen Birkett""]",en,"[""LGBT"",""LGBT"",""Gay""]",1999,240.0
1287,Sleeping Beauties,,"[""Mavis Cheek""]",en,"[""Fiction"",""Womens Fiction"",""Chick Lit"",""European Literature"",""British Literature"",""Adult Fiction""]",1997,209.0
1288,Basic 35mm Photo Guide,For Beginning Photographers,"[""Craig Alesse""]",en,"[""Art"",""Photography"",""Nonfiction"",""Reference""]",2000-07,112.0
1289,The Alexandria Link,A Novel,"[""Steve Berry""]",en,"[""Fiction"",""Thriller"",""Mystery"",""Historical"",""Historical Fiction"",""Adventure"",""Suspense"",""Thriller"",""Mystery Thriller"",""Action"",""Audiobook"",""Historical""]",2007,499.0
1290,Chains of Command,,"[""Dale Brown""]",en,"[""Fiction"",""War"",""Military Fiction"",""Thriller"",""War"",""Adventure"",""Aviation"",""Action"",""Suspense""]",1994,603.0
1291,The Dream of the Broken Horses,,"[""William Bayer""]",en,"[""Mystery"",""Fiction"",""Mystery"",""Crime""]",2002-11-26,464.0
1293,The Templar Legacy,A Novel,"[""Steve Berry""]",en,"[""Fiction"",""Thriller"",""Mystery"",""Historical"",""Historical Fiction"",""Adventure"",""Thriller"",""Mystery Thriller"",""Suspense"",""Historical"",""Audiobook"",""Action""]",2007,487.0
1294,Final Round,,"[""William Bernhardt""]",en,"[""Mystery"",""Fiction""]",2003,319.0
1295,Nanny,,"[""Charlotte Bingham""]",en,"[""Fiction"",""Historical"",""Historical Fiction""]",1994,537.0
1298,The Fly Guy,,"[""Laura Bradford""]",en,"[""Romance"",""Romance"",""Contemporary Romance""]",2006,432.0
1299,The Invisible Ring,,"[""Anne Bishop""]",en,"[""Fantasy"",""Romance"",""Fiction"",""Fantasy"",""Magic"",""Fantasy"",""Dark Fantasy"",""Science Fiction Fantasy"",""Fantasy"",""High Fantasy"",""Fantasy"",""Paranormal"",""Paranormal"",""Witches"",""Dark""]",2000,398.0
1300,Heart of the World,,"[""Linda Barnes""]",en,"[""Mystery"",""Fiction"",""Thriller"",""Mystery Thriller"",""Mystery"",""Crime"",""Action"",""Mystery"",""Detective""]",2007-05-29,368.0
1301,Deep Pockets,,"[""Linda Barnes""]",en,"[""Mystery"",""Fiction"",""Thriller"",""Mystery Thriller"",""Mystery"",""Crime"",""Mystery"",""Detective"",""Thriller"",""Contemporary""]",2004-12-28,320.0
1302,Danger Zones,,"[""Sally Beauman""]",en,"[""Fiction"",""Thriller""]",1997,571.0
1303,Out of Range,,"[""C. J. Box""]",en,"[""Mystery"",""Fiction"",""Westerns"",""Thriller"",""Mystery"",""Crime"",""Suspense"",""Thriller"",""Mystery Thriller"",""Audiobook"",""Action"",""Adventure""]",2006,310.0
1305,Bleedout,,"[""Joan Brady""]",en,"[""Thriller"",""Fiction"",""Mystery""]",2006-03-06,480.0
1306,The Sons of Adam,,"[""Harry Bingham""]",en,"[""Fiction"",""Historical"",""Historical Fiction""]",2004,646.0
1307,A Mother's Spirit,,"[""Anne Bennett""]",en,"[""Historical"",""Historical Fiction""]",2009,424.0
1309,Evil Breeding,,"[""Susan Conant""]",en,"[""Mystery"",""Animals"",""Dogs"",""Mystery"",""Cozy Mystery"",""Fiction"",""Animals"",""Thriller"",""Mystery Thriller"",""Mystery"",""Crime""]",2000-02-01,224.0
1310,Cities of the Dead,,"[""Linda Barnes""]",en,"[""Mystery""]",1996-12-13,272.0
1311,Icarus,,"[""Russell Andrews""]",en,"[""Thriller"",""Fiction"",""Mystery"",""Mystery"",""Crime"",""Suspense"",""Adult"",""Thriller"",""Mystery Thriller""]",2001,576.0
1314,The Shell Seekers,,"[""Rosamunde Pilcher""]",en,"[""Fiction"",""Historical"",""Historical Fiction"",""Romance"",""Womens Fiction"",""Chick Lit"",""European Literature"",""British Literature"",""Historical"",""Contemporary"",""Family"",""Adult Fiction"",""Novels""]",1989,671.0
1316,Circle of Friends,,"[""Maeve Binchy""]",en,"[""Fiction"",""Romance"",""Womens Fiction"",""Chick Lit"",""Cultural"",""Ireland"",""Historical"",""Historical Fiction"",""European Literature"",""Irish Literature"",""Adult Fiction"",""Contemporary"",""Adult"",""Novels""]",1991,596.0
1317,Trading Up,,"[""Candace Bushnell""]",en,"[""Womens Fiction"",""Chick Lit"",""Fiction"",""Romance"",""Contemporary"",""Adult"",""Adult Fiction"",""Audiobook"",""New York"",""Womens Fiction"",""Novels""]",2003,548.0
1318,Relative Love,,"[""Amanda Brookfield""]",en,"[""Womens Fiction"",""Chick Lit"",""Fiction"",""Family""]",2004,544.0
1319,The Midnight House,,"[""Alex Berenson""]",en,"[""Thriller"",""Fiction"",""Spy Thriller"",""Espionage"",""Mystery"",""Suspense"",""Thriller"",""Mystery Thriller"",""Thriller"",""Spy Thriller"",""Audiobook"",""Action"",""Adventure""]",2011,481.0
1321,The Copper Beech,,"[""Maeve Binchy""]",en,"[""Fiction"",""Womens Fiction"",""Chick Lit"",""Cultural"",""Ireland"",""Romance"",""European Literature"",""Irish Literature"",""Contemporary"",""Novels"",""Historical"",""Historical Fiction"",""Adult Fiction"",""Womens Fiction""]",1993,391.0
1325,He Kills Coppers,,"[""Jake Arnott""]",en,"[""Mystery"",""Crime"",""Fiction"",""Historical"",""Historical Fiction"",""Mystery"",""European Literature"",""British Literature"",""Mystery"",""Noir"",""Novels"",""Thriller"",""Literature"",""21st Century"",""Historical""]",2001,327.0
1326,Alphaville,,"[""Michael Codella""]",en,"[""History"",""Nonfiction"",""Crime"",""True Crime"",""Mystery"",""Crime"",""Biography"",""New York"",""Emergency Services"",""Police""]",2011-02-01,384.0
1328,The Shock of Arrival,Reflections on Postcolonial Experience,"[""Meena Alexander""]",en,"[""Poetry"",""Nonfiction"",""Writing"",""Essays""]",1996,223.0
1330,Vinegar Hill,,"[""A. Manette Ansay""]",en,"[""Fiction"",""Contemporary"",""Historical"",""Historical Fiction"",""Adult Fiction"",""Family"",""Literary Fiction"",""Adult"",""Novels"",""Womens Fiction"",""Chick Lit"",""Relationships""]",2001,256.0
1331,Under the Wire,"The World War II Adventures of a Legendary Escape Artist and ""Cooler King""","[""William Ash"",""Brendan Foley""]",en,"[""History"",""War"",""World War II"",""Nonfiction"",""War"",""Military Fiction"",""Autobiography"",""Memoir"",""War"",""Biography"",""Military"",""Military History"",""Aviation"",""Biography"",""Autobiography""]",2006,395.0
1335,Smuggler's Moon,,"[""Bruce Alexander""]",en,"[""Mystery"",""Historical"",""Historical Fiction"",""Mystery"",""Historical Mystery"",""Historical"",""Fiction"",""European Literature"",""British Literature"",""Literature"",""18th Century"",""Historical"",""Georgian"",""Thriller"",""Mystery Thriller""]",2002,304.0
1336,Cold Steel Rain,,"[""Kenneth Abel""]",en,"[""Mystery"",""Fiction"",""Mystery"",""Crime"",""Thriller""]",2000,406.0
1339,Kiss and Tell,,"[""Cherry Adair""]",en,"[""Romance"",""Romantic Suspense"",""Romance"",""Suspense"",""Romance"",""Contemporary Romance"",""Contemporary"",""War"",""Military Fiction"",""Adult"",""Fiction"",""Military Fiction"",""Military Romance"",""Action""]",2000,295.0
1340,My Sister's Child,,"[""Lyn Andrews""]",en,"[""Fiction"",""Historical""]",2001,437.0
1341,Eye of the Storm,,"[""Virginia C. Andrews""]",en,"[""Fiction"",""Young Adult"",""Horror"",""Romance"",""Gothic"",""Mystery"",""Thriller"",""Adult Fiction"",""Adult"",""Womens Fiction"",""Chick Lit""]",2002,359.0
1342,Denial,,"[""Keith R. Ablow""]",en,"[""Thriller"",""Mystery"",""Fiction"",""Mystery"",""Crime"",""Suspense"",""Horror"",""Thriller"",""Psychological Thriller"",""Adult"",""Thriller"",""Mystery Thriller""]",1998-06-15,368.0
1345,Blind Justice,,"[""Bruce Alexander"",""Copyright Paperback Collection (Library of Congress)""]",en,"[""Mystery"",""Historical"",""Historical Fiction"",""Mystery"",""Historical Mystery"",""Fiction"",""Historical"",""European Literature"",""British Literature"",""Mystery"",""Crime"",""Literature"",""18th Century"",""Thriller"",""Mystery Thriller"",""Adult Fiction""]",1995-01,323.0
1346,A Prisoner of Birth,A Novel,"[""Jeffrey Archer""]",en,"[""Fiction"",""Thriller"",""Mystery"",""Mystery"",""Crime"",""Suspense"",""Thriller"",""Mystery Thriller"",""Audiobook"",""Drama"",""Novels"",""Contemporary""]",2008-12-02,640.0
1348,A Married Man,,"[""Catherine Alliott""]",en,"[""Womens Fiction"",""Chick Lit"",""Romance"",""Fiction"",""Contemporary"",""Womens Fiction"",""European Literature"",""British Literature""]",2002,567.0
1349,Mad About The Boy,,"[""Maggie Alderson""]",en,"[""Womens Fiction"",""Chick Lit"",""Romance"",""Fiction"",""Audiobook"",""Contemporary"",""Romance"",""Contemporary Romance"",""Adult""]",2003-09-25,383.0
1350,Burned Alive,,"[""Souad"",""Marie-Th er ese Cuny""]",en,"[""Nonfiction"",""Biography"",""Autobiography"",""Memoir"",""Biography Memoir"",""Biography"",""Autobiography"",""Feminism"",""Religion"",""Religion"",""Islam"",""True Story"",""Womens""]",2005,333.0
1355,The Long Firm,,"[""Jake Arnott""]",en,"[""Fiction"",""Mystery"",""Crime"",""Mystery"",""Historical"",""Historical Fiction"",""LGBT"",""Mystery"",""Noir"",""LGBT"",""Gay"",""European Literature"",""British Literature"",""Novels"",""Historical""]",2004,343.0
1357,Firefly,,"[""Piers Anthony""]",en,"[""Horror"",""Fantasy"",""Fiction"",""Science Fiction"",""Mystery"",""Science Fiction Fantasy"",""Thriller"",""Adult Fiction"",""Erotica"",""Suspense"",""Speculative Fiction""]",1992,466.0
1358,A Long Fatal Love Chase,,"[""Louisa May Alcott""]",en,"[""Classics"",""Fiction"",""Romance"",""Gothic"",""Historical"",""Historical Fiction"",""Mystery"",""Literature"",""Suspense"",""Historical"",""Literature"",""19th Century""]",1997,356.0
1359,For Love of Evil,Book Six of Incarnations of Immortality,"[""Piers Anthony"",""Piers A. Jacob""]",en,"[""Fantasy"",""Fiction"",""Science Fiction Fantasy"",""Science Fiction"",""Fantasy"",""Urban Fantasy"",""Fantasy"",""Magic"",""Fantasy"",""Mythology"",""Fantasy"",""Paranormal"",""Speculative Fiction"",""Young Adult""]",1990-02-01,336.0
1360,Killobyte,,"[""Piers Anthony""]",en,"[""Science Fiction"",""Fantasy"",""Fiction"",""Science Fiction Fantasy"",""Young Adult"",""Adventure"",""Adult"",""Romance"",""Science Fiction"",""Virtual Reality"",""Games"",""Gaming""]",1994,312.0
1361,Gideon,,"[""Russell Andrews""]",en,"[""Thriller"",""Fiction"",""Mystery"",""Thriller"",""Mystery Thriller"",""Mystery"",""Crime"",""Suspense"",""Politics""]",2000,580.0
1364,Hold the Enlightenment,,"[""Tim Cahill""]",en,"[""Travel"",""Nonfiction"",""Humor"",""Writing"",""Essays"",""Autobiography"",""Memoir"",""Biography"",""Travel"",""Travelogue"",""Adventure"",""Environment"",""Nature"",""Humor"",""Comedy""]",2003,377.0
1365,The Sword of Truth,,"[""Gilbert Morris""]",en,"[""Christian Fiction"",""Historical"",""Historical Fiction"",""Fiction"",""Christian"",""Historical"",""Romance"",""Adult Fiction"",""Adult"",""Inspirational"",""English History"",""Tudor Period""]",1994,409.0
1475,Special Assignments,The Further Adventures of Erast Fandorin,"[""Boris Akunin""]",en,"[""Mystery"",""Fiction"",""Historical"",""Historical Fiction"",""Cultural"",""Russia"",""Mystery"",""Crime"",""Mystery"",""Detective"",""Historical"",""Literature"",""Russian Literature"",""Mystery"",""Historical Mystery"",""Thriller""]",2008-01-10,328.0
1675,Graphic Design School,The Principles and Practices of Graphic Design,"[""David Dabner""]",en,"[""Design"",""Reference""]",2004,192.0
1676,The Original Reiki Handbook of Dr. Mikao Usui,,"[""Mikao Usui"",""Frank Arjava Petter""]",en,"[""Spirituality"",""Nonfiction"",""Health"",""Reference"",""Reference"",""Research"",""Philosophy"",""Metaphysics"",""Medicine"",""Alternative Medicine""]",1999,79.0
2073,Milwaukee,,"[""Bernice Rubens""]",en,"[""Fiction""]",2002-02-01,208.0
2193,Julia Paradise,A Novel,"[""Rod Jones""]",en,"[""Fiction"",""Historical"",""Historical Fiction"",""Cultural"",""Australia"",""Novels""]",1989,123.0
2238,Pisces,19 February-20 March,"[""Julia Parker""]",en,"[""Esoterica"",""Astrology"",""Nonfiction""]",1992,61.0
2390,I Thee Wed,,"[""Amanda Quick""]",en,"[""Romance"",""Romance"",""Historical Romance"",""Historical"",""Mystery"",""Historical"",""Historical Fiction"",""Fiction"",""Historical"",""Regency"",""Fantasy"",""Paranormal"",""Suspense"",""Historical Romance"",""Regency Romance""]",2000,362.0
2393,The Call of the Wild and White Fang,,"[""Jack London""]",en,"[""Classics"",""Fiction"",""Adventure"",""Animals"",""Literature"",""Historical"",""Historical Fiction"",""Young Adult"",""Animals"",""Dogs"",""Historical"",""Novels""]",1992,230.0
2419,Guilt by Association,,"[""Susan R. Sloan""]",en,"[""Fiction"",""Thriller"",""Mystery"",""Suspense"",""Mystery"",""Crime""]",1994,645.0
2421,Star Trek: Deep Space Nine: The Left Hand of Destiny Book Two,,"[""J. G. Hertzler"",""Jeffrey Lang""]",en,"[""Media Tie In"",""Star Trek"",""Science Fiction"",""Star Trek"",""Star Trek Deep Space Nine"",""Fiction"",""Science Fiction Fantasy"",""Media Tie In""]",2003-05-01,352.0
