id,title,subtitle,authors,language,genre,published_date,page_count
3,Wallis,The Novel,"[""Anne Edwards""]",en,"[""Historical"",""Historical Fiction"",""Fiction"",""Novels""]",1991,478.0
6,From Potter's Field,,"[""Patricia Daniels Cornwell""]",en,"[""Mystery"",""Fiction"",""Mystery"",""Crime"",""Thriller"",""Thriller"",""Mystery Thriller"",""Suspense"",""Mystery"",""Murder Mystery"",""Mystery"",""Detective"",""Adult"",""Audiobook""]",1995,340.0
10,Deep Waters,,"[""Barbara Nadel""]",en,"[""Mystery"",""Mystery"",""Crime"",""Fiction""]",2002,441.0
20,Foundling,,"[""June Oldham""]",en,"[""Science Fiction"",""Childrens"",""Science Fiction"",""Dystopia"",""Fiction"",""Young Adult""]",1995,215.0
24,Ice,,"[""Ed McBain""]",en,"[""Mystery"",""Mystery"",""Crime"",""Fiction"",""Mystery"",""Detective"",""Thriller"",""Thriller"",""Mystery Thriller"",""Emergency Services"",""Police"",""New York"",""Suspense"",""Adventure""]",1984-04,320.0
25,Daring Moves,,"[""Linda Lael Miller""]",en,"[""Romance"",""Romance"",""Contemporary Romance"",""Contemporary"",""Fiction"",""Adult"",""Holiday"",""Christmas"",""Category Romance"",""Harlequin""]",1996-02,248.0
26,Alchemy and Academe,,"[""Anne McCaffrey""]",en,"[""Fantasy"",""Anthologies"",""Short Stories"",""Science Fiction Fantasy"",""Fiction"",""Science Fiction"",""Anthologies"",""Collections"",""Esoterica"",""Alchemy"",""Fantasy"",""Magic""]",1987-03-12,271.0
27,Houses of Stone,,"[""Barbara Michaels""]",en,"[""Mystery"",""Gothic"",""Fiction"",""Romance"",""Suspense"",""Gothic"",""Gothic Romance"",""Romance"",""Romantic Suspense"",""Fantasy"",""Paranormal"",""Fantasy"",""Supernatural"",""Thriller"",""Mystery Thriller""]",1994,384.0
28,Nemesis,,"[""Bill Napier""]",en,"[""Thriller"",""Fiction"",""Adventure"",""Science Fiction"",""Mystery"",""Suspense"",""Thriller"",""Mystery Thriller""]",1999,472.0
29,Who Has Seen the Wind,,"[""W. O. Mitchell""]",en,"[""Fiction"",""Cultural"",""Canada"",""Classics"",""Literature"",""Literature"",""Canadian Literature"",""Young Adult"",""Coming Of Age"",""Historical"",""Historical Fiction"",""Young Adult"",""Novels"",""Academic"",""Read For School""]",1985,293.0
31,ANNO DRACULA PB,,"[""Newman K.""]",en,"[""Horror"",""Fantasy"",""Paranormal"",""Vampires"",""Fiction"",""Historical"",""Historical Fiction"",""Science Fiction"",""Alternate History"",""Science Fiction"",""Steampunk"",""Fantasy"",""Paranormal"",""Historical"",""Mystery""]",1994-10-21,409.0
32,Vurt,,"[""Jeff Noon""]",en,"[""Science Fiction"",""Fiction"",""Science Fiction"",""Cyberpunk"",""Fantasy"",""Science Fiction"",""Dystopia"",""Speculative Fiction"",""Novels"",""Science Fiction Fantasy"",""Surreal"",""European Literature"",""British Literature""]",1994,344.0
33,To Die for,,"[""Janet Neel""]",en,"[""Mystery"",""European Literature"",""British Literature"",""Mystery"",""Crime""]",1998,240.0
36,Vanishing Point,,"[""John Nichol""]",en,"[""Fiction""]",1997,357.0
39,Hide and Seek,,"[""Fern Michaels""]",en,"[""Mystery"",""Fiction"",""Romance"",""Suspense"",""Womens Fiction"",""Chick Lit"",""Thriller"",""Mystery"",""Crime"",""Thriller"",""Mystery Thriller"",""Contemporary"",""Adult Fiction""]",2008,316.0
40,Springwater Wedding,,"[""Linda Lael Miller""]",en,"[""Romance"",""Romance"",""Historical Romance"",""Romance"",""Contemporary Romance"",""Romance"",""Western Romance"",""Westerns"",""Fiction"",""Contemporary"",""Historical"",""Historical"",""Historical Fiction""]",2002-01,384.0
42,Tales of Mithgar,,"[""Dennis L. McKiernan""]",en,"[""Fantasy"",""Science Fiction Fantasy"",""Fantasy"",""High Fantasy"",""Short Stories"",""Anthologies""]",1995-11-16,256.0
45,Let the Drum Speak,A Novel of Ancient America,"[""Linda Lay Shuler""]",en,"[""Historical"",""Historical Fiction"",""Fiction"",""Historical"",""Historical Fiction"",""Prehistoric"",""Romance"",""Adult"",""History"",""Prehistory"",""Drama"",""Native Americans"",""The United States Of America""]",1997,495.0
46,Back After the Break,,"[""Anita Notaro""]",en,"[""Womens Fiction"",""Chick Lit"",""Roman""]",2003,445.0
47,Pip,,"[""Freya North""]",en,"[""Womens Fiction"",""Chick Lit"",""Fiction"",""Romance"",""Contemporary"",""Romance"",""Contemporary Romance"",""Drama""]",2004,384.0
53,The Last Witness,,"[""John Matthews""]",en,"[""Mystery"",""Fiction"",""Business"",""Amazon"",""Thriller"",""Thriller"",""Mystery Thriller""]",2001,471.0
55,Garnethill,,"[""Denise Mina""]",en,"[""Mystery"",""Mystery"",""Crime"",""Fiction"",""Cultural"",""Scotland"",""Thriller"",""Mystery Thriller"",""Thriller"",""Adult"",""Suspense"",""Contemporary"",""European Literature"",""British Literature""]",1999,444.0
56,Into the Darkness,,"[""Barbara Michaels""]",en,"[""Mystery"",""Fiction"",""Gothic"",""Romance"",""Suspense"",""Romance"",""Romantic Suspense"",""Gothic"",""Gothic Romance"",""Fantasy"",""Supernatural"",""Thriller"",""Mystery Thriller"",""Thriller""]",1991,323.0
59,Pride and Prejudice,,"[""Jane Austen""]",en,"[""Classics"",""Fiction"",""Romance"",""Historical"",""Historical Fiction"",""Literature"",""Historical"",""Novels"",""Audiobook"",""Romance"",""Historical Romance"",""Adult""]",2006-04-06,432.0
60,Emma,,"[""Jane Austen""]",en,"[""Classics"",""Fiction"",""Romance"",""Historical"",""Historical Fiction"",""Literature"",""Historical"",""Audiobook"",""Literature"",""19th Century"",""Classics"",""Classic Literature"",""Novels""]",2006-04-06,512.0
61,Sense and Sensibility,,"[""Jane Austen""]",en,"[""Classics"",""Fiction"",""Romance"",""Historical"",""Historical Fiction"",""Literature"",""Historical"",""Audiobook"",""Literature"",""19th Century"",""Classics"",""Classic Literature"",""European Literature"",""British Literature""]",2007-12-06,416.0
62,With No One As Witness,,"[""Elizabeth George""]",en,"[""Mystery"",""Fiction"",""Mystery"",""Crime"",""Thriller"",""Thriller"",""Mystery Thriller"",""European Literature"",""British Literature"",""Audiobook"",""Mystery"",""Detective"",""Suspense"",""Mystery"",""Murder Mystery""]",2012-10-30,928.0
63,The House of Scorta,,"[""Laurent Gaudé"",""Stephen Sartarelli"",""Sophie Hawkes""]",en,"[""Fiction"",""Cultural"",""France"",""Historical"",""Historical Fiction"",""Roman"",""Cultural"",""Italy"",""Novels"",""Contemporary"",""Academic"",""Read For School"",""European Literature"",""French Literature"",""Academic"",""School""]",2007-01-01,289.0
64,Castaway,,"[""Lucy Irvine""]",en,"[""Nonfiction"",""Travel"",""Biography"",""Autobiography"",""Memoir"",""Adventure"",""Cultural"",""Australia"",""Adventure"",""Survival"",""Biography"",""Autobiography"",""Biography Memoir""]",1999,412.0
67,Red Dust,A Path Through China,"[""Jian Ma""]",en,"[""Cultural"",""China"",""Travel"",""Nonfiction"",""Cultural"",""Asia"",""History"",""Autobiography"",""Memoir"",""Biography"",""Biography"",""Autobiography"",""Asian Literature"",""Chinese Literature"",""Adventure""]",2006,324.0
68,The Old Man and the Sea,,"[""Ernest Hemingway""]",en,"[""Literary Fiction"",""Classics"",""Classic Literature"",""Classics"",""Novella"",""Young Adult"",""High School"",""Classics"",""Modern Classics"",""Adult"",""Fiction"",""Adult Fiction"",""Historical"",""Historical Fiction""]",2004,109.0
70,Southeast Asia on a Shoestring,,"[""China Williams""]",en,"[""Travel"",""Nonfiction"",""Reference"",""Cultural"",""Asia"",""Adventure"",""Reference"",""Guidebook"",""The United States Of America""]",2008,988.0
71,South-East Asia on a Shoestring,,"[""Chris Rowthorn""]",en,"[""Travel"",""Nonfiction"",""Reference"",""Cultural"",""Asia"",""Adventure"",""Reference"",""Guidebook"",""The United States Of America""]",2001,988.0
74,More Twisted,,"[""Jeffery Deaver""]",en,"[""Short Stories"",""Fiction"",""Thriller"",""Mystery"",""Mystery"",""Crime"",""Suspense"",""Anthologies"",""Collections"",""Anthologies"",""Horror"",""Thriller"",""Mystery Thriller""]",2007,433.0
75,"Fish, Blood and Bone",,"[""Leslie Forbes""]",en,"[""Fiction"",""Mystery"",""Cultural"",""India"",""Literature"",""Thriller"",""Mystery Thriller"",""Literary Fiction"",""Mystery"",""Crime""]",2000,466.0
76,Writ of Execution,,"[""Perri O'Shaughnessy""]",en,"[""Mystery"",""Fiction"",""Thriller"",""Legal Thriller"",""Thriller"",""Mystery Thriller"",""Romance"",""Suspense"",""Thriller"",""Mystery"",""Crime""]",2002-06,427.0
77,Wives and Lovers,,"[""Jane Elizabeth Varley""]",en,"[""Womens Fiction"",""Chick Lit"",""Fiction"",""Family"",""Romance""]",2004-02-05,410.0
92,The Lovely Bones,A Novel,"[""Alice Sebold""]",en,"[""Fiction"",""Mystery"",""Young Adult"",""Contemporary"",""Fantasy"",""Mystery"",""Crime"",""Thriller"",""Adult Fiction"",""Adult"",""Drama""]",2003,328.0
100,Along Came Trouble,,"[""Sherryl Woods""]",en,"[""Romance"",""Romance"",""Contemporary Romance"",""Contemporary"",""Fiction"",""Mystery"",""Womens Fiction"",""Chick Lit"",""Romance"",""Romantic Suspense"",""Family"",""Suspense"",""Adult""]",2002,400.0
104,The Blackwater Lightship,,"[""Colm Tóibín""]",en,"[""Fiction"",""Cultural"",""Ireland"",""European Literature"",""Irish Literature"",""LGBT"",""Literary Fiction"",""Contemporary"",""LGBT"",""Gay"",""Novels"",""Literature"",""Book Club""]",1999-01-01,273.0
124,E,A Novel,"[""Matt Beaumont""]",en,"[""Fiction"",""Humor"",""Humor"",""Comedy"",""Contemporary"",""European Literature"",""British Literature"",""Novels"",""Business"",""Modern"",""Womens Fiction"",""Chick Lit"",""Literary Fiction""]",2000,342.0
146,I Thee Wed,,"[""Amanda Quick""]",en,"[""Romance"",""Romance"",""Historical Romance"",""Historical"",""Mystery"",""Historical"",""Historical Fiction"",""Fiction"",""Historical"",""Regency"",""Fantasy"",""Paranormal"",""Suspense"",""Historical Romance"",""Regency Romance""]",2000,362.0
147,Break No Bones,,"[""Kathy Reichs""]",en,"[""Mystery"",""Fiction"",""Mystery"",""Crime"",""Thriller"",""Thriller"",""Mystery Thriller"",""Suspense"",""Mystery"",""Murder Mystery"",""Audiobook"",""Mystery"",""Detective"",""Anthropology""]",2007,468.0
148,Shelter,,"[""Harlan Coben""]",en,"[""Mystery"",""Young Adult"",""Thriller"",""Fiction"",""Mystery"",""Crime"",""Thriller"",""Mystery Thriller"",""Suspense"",""Young Adult"",""Teen"",""Audiobook"",""Adventure""]",2011,320.0
149,Four Blind Mice,,"[""James Patterson""]",en,"[""Mystery"",""Fiction"",""Thriller"",""Mystery"",""Crime"",""Thriller"",""Mystery Thriller"",""Suspense"",""Audiobook"",""Adult"",""Adult Fiction"",""Mystery"",""Detective""]",2003,416.0
150,The Food of Love,,"[""Anthony Capella""]",en,"[""Fiction"",""Romance"",""Cultural"",""Italy"",""Womens Fiction"",""Chick Lit"",""Food and Drink"",""Food"",""Contemporary"",""Food and Drink"",""Foodie"",""Food and Drink"",""Cooking"",""Romance"",""Contemporary Romance"",""Humor""]",2005,309.0
151,A Song for Issy Bradley,,"[""Carys Bray""]",en,"[""Fiction"",""Contemporary"",""Religion"",""Family"",""Literary Fiction"",""Novels"",""Adult Fiction"",""Drama"",""Lds"",""Mormonism"",""Book Club""]",2015-04-24,400.0
152,Every Woman Knows a Secret,,"[""Rosie Thomas""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Modern""]",1997,490.0
153,Circling the Sun,,"[""Paula McLain""]",en,"[""Historical"",""Historical Fiction"",""Fiction"",""Cultural"",""Africa"",""Historical"",""Audiobook"",""Book Club"",""Romance"",""Adult Fiction"",""Adult"",""Eastern Africa"",""Kenya""]",2016-07,384.0
154,The Forgotten Monarchy of Scotland,The True Story of the Royal House of Stewart and the Hidden Lineage of the Kings and Queens of Scots,"[""Michael James Alexander Stewart""]",en,"[""History"",""Cultural"",""Scotland"",""Nonfiction""]",1998,502.0
155,Tampa Burn,,"[""Randy Wayne White""]",en,"[""Mystery"",""Fiction"",""Thriller"",""Thriller"",""Mystery Thriller"",""Mystery"",""Crime"",""Action"",""Adventure"",""Audiobook"",""Suspense""]",2004,372.0
156,Soonish,Emerging Technologies That Will Improve And/or Ruin Everything,"[""DR. KELLY. WEINERSMITH WEINERSMITH (ZACH.)"",""Zach Weinersmith""]",en,"[""Science"",""Nonfiction"",""Science"",""Technology"",""Humor"",""Sequential Art"",""Graphic Novels"",""Futurism"",""Sequential Art"",""Comics"",""Science"",""Popular Science"",""Science"",""Physics"",""Unfinished""]",2017-09-07,368.0
157,Blown To Bits: How The New Economics Of Information Transforms Strategy,,"[""Evans""]",en,"[""Business"",""Economics"",""Business"",""Management"",""Nonfiction"",""Science"",""Technology""]",1999-10,261.0
158,Deadly Embrace,,"[""Jackie Collins""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Novels"",""Romance"",""Contemporary Romance"",""Adult Fiction"",""Thriller""]",2002,533.0
159,The Race,,"[""Clive Cussler"",""Justin Scott""]",en,"[""Fiction"",""Adventure"",""Thriller"",""Historical"",""Historical Fiction"",""Action"",""Mystery"",""Historical"",""Audiobook"",""Mystery"",""Crime"",""Suspense""]",2011,404.0
160,From Dusk 'til Dawn,An Insider's View of the Growth of the Animal Liberation Movement : the Story Our Government Does Not Want Told,"[""Keith Mann""]",en,"[""Animals"",""Nonfiction"",""History"",""Politics"",""Biography""]",2009-09,647.0
161,Sherman Exposed,Slightly Censored Climbing Stories,"[""John Sherman""]",en,"[""Mountaineering"",""Climbing"",""Nonfiction""]",1999,238.0
163,Betrayal,,"[""Paul Carson""]",en,"[""Thriller"",""Mystery"",""Cultural"",""Ireland"",""Fiction""]",2005,374.0
164,Hang Time,Days and Dreams with Michael Jordan,"[""Bob Greene""]",en,"[""Sports"",""Sports"",""Sports"",""Basketball"",""Biography"",""Nonfiction"",""Autobiography"",""Memoir""]",1992,406.0
165,Tokyo,,"[""Mo Hayder""]",en,"[""Thriller"",""Horror"",""Fiction"",""Mystery"",""Historical"",""Historical Fiction"",""Mystery"",""Crime"",""Cultural"",""Japan"",""Cultural"",""China"",""Thriller"",""Mystery Thriller"",""Historical""]",2004-01-01,362.0
167,Broken,The Most Shocking True Story of Abuse Ever Told,"[""Shy Keenan""]",en,"[""Nonfiction"",""Autobiography"",""Memoir"",""Sociology"",""Abuse"",""Biography"",""Crime"",""True Crime"",""Biography"",""Autobiography"",""Psychology"",""True Story"",""Adult"",""Inspirational""]",2008,305.0
168,Best of Friends,,"[""Cathy Kelly""]",en,"[""Womens Fiction"",""Chick Lit"",""Fiction"",""Contemporary"",""Romance"",""Womens Fiction"",""Cultural"",""Ireland"",""Novels"",""Modern"",""Adult"",""Roman""]",2003,521.0
169,Road to Paradise,,"[""Paullina Simons""]",en,"[""Fiction"",""Womens Fiction"",""Chick Lit"",""Contemporary"",""Drama"",""Romance"",""Adult Fiction"",""Novels"",""Book Club"",""Adult"",""Adventure""]",2007,544.0
171,Black Widow,,"[""Randy Wayne White""]",en,"[""Mystery"",""Thriller"",""Fiction"",""Audiobook"",""Thriller"",""Mystery Thriller"",""Mystery"",""Crime"",""Action"",""Adventure"",""Mystery"",""Detective""]",2008,337.0
174,Dannii,,"[""Dannii Minogue""]",en,"[""Biography"",""Biography"",""Autobiography"",""Nonfiction""]",2011-02-08,288.0
175,Peter Ustinov,The Gift of Laughter,"[""John Miller""]",en,"[""Biography"",""Nonfiction""]",2002,267.0
176,The New Kingdom,,"[""Wilbur Smith"",""Mark Chadbourn""]",en,"[""Historical"",""Historical Fiction"",""Northern Africa"",""Egypt"",""Fiction"",""Historical"",""Adventure"",""Cultural"",""Africa"",""Novels"",""Historical Fiction"",""Historical Fantasy"",""Action"",""Thriller""]",2021-08-23,432.0
179,Gods and Generals,,"[""Jeff Shaara""]",en,"[""Historical"",""Historical Fiction"",""Fiction"",""Military History"",""Civil War"",""War"",""Historical"",""War"",""Military Fiction"",""North American Hi..."",""American History"",""American History"",""American Civil War"",""Military"",""Military History"",""Classics""]",1997,498.0
182,Love and Marriage,,"[""Patricia Scanlan""]",en,"[""Womens Fiction"",""Chick Lit"",""Fiction"",""Romance""]",2012,650.0
184,The Game - out of print,Penetrating the Secret Society of Pick-up Artists,"[""Neil Strauss""]",en,"[""Nonfiction"",""Psychology"",""Self Help"",""Relationships"",""Biography"",""Autobiography"",""Memoir"",""Self Help"",""Personal Development"",""Sociology"",""Love"",""Romance""]",2005-10-14,464.0
187,Everywhere that Mary Went,,"[""Lisa Scottoline""]",en,"[""Mystery"",""Fiction"",""Thriller"",""Suspense"",""Thriller"",""Mystery Thriller"",""Thriller"",""Legal Thriller"",""Mystery"",""Crime"",""Audiobook"",""Contemporary"",""Adult""]",2000,368.0
189,Beast,,"[""Peter Benchley""]",en,"[""Horror"",""Fiction"",""Thriller"",""Science Fiction"",""Folklore"",""Monsters"",""Animals"",""Adventure"",""Action"",""Novels"",""Suspense""]",1992,319.0
190,Song of the Wind,,"[""Madge Swindells""]",en,"[""Romance""]",1993,505.0
192,Companions,,"[""Susan Sizemore""]",en,"[""Paranormal"",""Vampires"",""Fantasy"",""Fantasy"",""Urban Fantasy"",""Fantasy"",""Paranormal"",""Romance"",""Romance"",""Paranormal Romance"",""Fiction"",""Adult"",""Novels""]",2001,265.0
194,Play with Fire,,"[""Dana Stabenow""]",en,"[""Mystery"",""Fiction"",""Mystery"",""Crime"",""Thriller"",""Mystery Thriller"",""Suspense"",""Thriller"",""Mystery"",""Detective"",""Audiobook"",""Literature"",""American"",""Womens""]",1996-05,314.0
195,Liar's Market,,"[""Taylor Smith""]",en,"[""Fiction"",""Mystery"",""Thriller"",""Mystery Thriller""]",2004,378.0
197,Dead Ringer,,"[""Lisa Scottoline""]",en,"[""Mystery"",""Fiction"",""Suspense"",""Thriller"",""Thriller"",""Legal Thriller"",""Mystery"",""Crime"",""Thriller"",""Mystery Thriller"",""Audiobook"",""Adult"",""Adult Fiction""]",2004,448.0
199,Courting Trouble,,"[""Lisa Scottoline""]",en,"[""Mystery"",""Fiction"",""Thriller"",""Thriller"",""Mystery Thriller"",""Thriller"",""Legal Thriller"",""Suspense"",""Mystery"",""Crime"",""Audiobook"",""Adult"",""Adult Fiction""]",2003-05-27,432.0
200,The Seven Sisters,The Great Oil Companies and the World They Shaped,"[""Anthony Sampson""]",en,"[""History"",""Nonfiction"",""Economics"",""Politics"",""Business"",""Science"",""Geology""]",1991,414.0
201,Blott on the Landscape,,"[""Tom Sharpe""]",en,"[""Fiction"",""Humor"",""Humor"",""Comedy"",""Audiobook"",""European Literature"",""British Literature"",""Modern"",""Literature"",""20th Century"",""Novels"",""Contemporary"",""Literature"",""English Literature""]",1975,237.0
202,Sorcerers of Majipoor,,"[""Robert Silverberg""]",en,"[""Fantasy"",""Science Fiction"",""Fiction"",""Speculative Fiction"",""Short Stories"",""Science Fiction Fantasy""]",1998-08-01,624.0
203,Thornyhold,,"[""Mary Stewart""]",en,"[""Fiction"",""Romance"",""Mystery"",""Gothic"",""Fantasy"",""Historical"",""Historical Fiction"",""Romance"",""Romantic Suspense"",""Historical"",""Suspense"",""European Literature"",""British Literature""]",1989-01-01,289.0
204,"Perfect Murder, Perfect Town",The Uncensored Story of the JonBenet Murder and the Grand Jury's Search for the Truth,"[""Lawrence Schiller""]",en,"[""Crime"",""True Crime"",""Nonfiction"",""Mystery"",""Crime"",""Mystery"",""True Story"",""History"",""Biography"",""Law"",""Historical"",""Media Tie In""]",1999-10-18,832.0
205,Streets of Fire,,"[""Troy Soos""]",en,"[""Mystery"",""Mystery"",""Historical Mystery"",""Historical"",""Historical"",""Historical Fiction""]",2008,288.0
207,Second Chance,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Contemporary"",""Adult"",""Romance"",""Contemporary Romance"",""Audiobook"",""Adult Fiction"",""Drama"",""Love""]",2005,272.0
208,There's a Boy in the Girls' Bathroom,,"[""Louis Sachar""]",en,"[""Fiction"",""Childrens"",""Childrens"",""Middle Grade"",""Young Adult"",""Realistic Fiction"",""Humor"",""Academic"",""School"",""Childrens"",""Juvenile"",""Childrens"",""Chapter Books"",""Contemporary""]",1987,195.0
209,Secret Smile,,"[""Nicci French""]",en,"[""Thriller"",""Fiction"",""Mystery"",""Mystery"",""Crime"",""Suspense"",""Thriller"",""Mystery Thriller"",""Thriller"",""Psychological Thriller"",""European Literature"",""British Literature"",""Contemporary"",""Adult""]",2004,318.0
210,Skin Privilege,,"[""Karin Slaughter""]",en,"[""Mystery"",""Thriller"",""Mystery"",""Crime"",""Fiction"",""Suspense"",""Thriller"",""Mystery Thriller"",""Audiobook"",""Mystery"",""Detective"",""Adult"",""Mystery"",""Murder Mystery""]",2008,560.0
211,To Love Again,,"[""Bertrice Small""]",en,"[""Romance"",""Historical Romance"",""Romance"",""Historical"",""Historical"",""Historical Fiction"",""Fiction"",""Historical"",""Medieval"",""Literature"",""American"",""Historical Romance"",""Medieval Romance""]",2001,432.0
214,The Gift,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Adult"",""Drama"",""Romance"",""Contemporary Romance"",""Contemporary"",""Adult Fiction"",""Historical"",""Novels""]",1995,316.0
216,Feather Boy,,"[""Nicky Singer""]",en,"[""Young Adult"",""Fiction"",""Childrens"",""Fantasy"",""Childrens"",""Middle Grade"",""Academic"",""School"",""Realistic Fiction"",""Contemporary"",""Mystery"",""Fantasy"",""Supernatural""]",2002,285.0
217,Rogue,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Contemporary"",""Romance"",""Contemporary Romance"",""Adult"",""Love"",""Drama"",""Audiobook"",""Romantic""]",2009,507.0
218,Black Lightning,,"[""John Saul""]",en,"[""Horror"",""Fiction"",""Mystery"",""Thriller"",""Suspense"",""Adult"",""Thriller"",""Mystery Thriller"",""Fantasy"",""Paranormal"",""Mystery"",""Crime"",""Mystery"",""Detective""]",1996,438.0
219,The Icarus Girl,,"[""Helen Oyeyemi""]",en,"[""Fiction"",""Fantasy"",""Magical Realism"",""Horror"",""Cultural"",""Africa"",""Western Africa"",""Nigeria"",""Contemporary"",""Literary Fiction"",""Novels"",""Fantasy"",""Mythology""]",2006,325.0
220,Five Farthings,,"[""Susan Sallis""]",en,"[""Fiction""]",2003,411.0
222,Dark Fire,,"[""C. J. Sansom""]",en,"[""Historical"",""Historical Fiction"",""Mystery"",""Fiction"",""Historical"",""Mystery"",""Crime"",""Mystery"",""Historical Mystery"",""English History"",""Tudor Period"",""European Literature"",""British Literature"",""Thriller"",""Thriller"",""Mystery Thriller""]",2005,512.0
226,Norah's Ark,,"[""Judy Baer""]",en,"[""Christian Fiction"",""Christian"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Romance"",""Christian Romance"",""Romance"",""Animals"",""Romance"",""Contemporary Romance""]",2006,361.0
228,The Best of Enemies,,"[""Taylor Smith""]",en,"[""Mystery"",""Thriller"",""Suspense"",""Fiction""]",1997,475.0
229,Shattered Bone,,"[""Chris Stewart""]",en,"[""Fiction"",""Thriller"",""War"",""Military Fiction""]",1998-09-22,432.0
232,31 Songs,,"[""Nick Hornby""]",en,"[""Music"",""Nonfiction"",""Writing"",""Essays"",""Autobiography"",""Memoir"",""Short Stories"",""Contemporary"",""Culture"",""Pop Culture"",""European Literature"",""British Literature"",""Humor"",""Biography""]",2003,242.0
233,The Murder Room,,"[""P. D. James""]",en,"[""Mystery"",""Fiction"",""Mystery"",""Crime"",""Mystery"",""Detective"",""Thriller"",""Mystery Thriller"",""European Literature"",""British Literature"",""Mystery"",""Murder Mystery"",""Audiobook"",""Thriller"",""Suspense""]",2004,540.0
234,Safe Harbour,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Romance"",""Contemporary Romance"",""Contemporary"",""Drama"",""Love"",""Novels"",""Family"",""Adult""]",2003,322.0
235,Girl Mary,A Novel,"[""Petru Popescu""]",en,"[""Historical"",""Historical Fiction"",""Fiction"",""Religion"",""Historical"",""Biblical"",""Religion"",""Faith""]",2009-09-08,356.0
236,A Vaudeville of Devils,7 Moral Tales,"[""Robert Girardi""]",en,"[""Short Stories"",""Fiction"",""Fantasy"",""Horror"",""Literature""]",1999,421.0
237,The Secrets Within,,"[""Emma Darcy""]",en,"[""Romance""]",1997,400.0
239,The Promise,A Novel,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Contemporary"",""Romance"",""Contemporary Romance"",""Novels"",""Adult"",""Drama"",""Adult Fiction"",""Love""]",1989,288.0
240,Answered Prayers,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Contemporary"",""Womens Fiction"",""Chick Lit"",""Adult Fiction"",""Romance"",""Contemporary Romance"",""Drama"",""Novels"",""Audiobook"",""Adult""]",2003,416.0
241,Secrets,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Romance"",""Contemporary Romance"",""Adult Fiction"",""Contemporary"",""Novels"",""Womens Fiction"",""Young Adult"",""High School"",""Drama""]",1986-10,442.0
242,Bittersweet,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Novels"",""Contemporary"",""Family"",""Adult Fiction"",""Romance"",""Contemporary Romance"",""Womens Fiction"",""Modern""]",2000,436.0
243,Absolute Rage,,"[""Robert K. Tanenbaum""]",en,"[""Mystery"",""Fiction"",""Thriller"",""Legal Thriller"",""Thriller"",""Thriller"",""Mystery Thriller"",""Audiobook""]",2003-08-01,480.0
244,Ransom,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Suspense"",""Mystery"",""Mystery"",""Crime"",""Contemporary"",""Thriller"",""Romance"",""Contemporary Romance"",""Adult""]",2005,432.0
245,The Kiss,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Contemporary"",""Womens Fiction"",""Chick Lit"",""Drama"",""Love"",""Relationships"",""Novels"",""Adult"",""Adult Fiction""]",2002,448.0
247,Wings,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Historical"",""Historical"",""Historical Fiction"",""Womens Fiction"",""Chick Lit"",""Romance"",""Contemporary Romance"",""Contemporary"",""Adult Fiction"",""Novels"",""Drama""]",1996-04,544.0
248,Mirror Image,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Historical"",""Historical Fiction"",""Romance"",""Historical Romance"",""Historical"",""Drama"",""Adult"",""Adult Fiction"",""Contemporary""]",1999,524.0
249,Malice,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Drama"",""Contemporary"",""Romance"",""Contemporary Romance"",""Adult"",""Adult Fiction"",""Novels"",""Thriller"",""Mystery Thriller""]",1997,406.0
250,Vanishing Point,,"[""Carol Smith""]",en,"[""Mystery"",""Fiction""]",2005,405.0
251,Special Delivery,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Womens Fiction"",""Chick Lit"",""Contemporary"",""Romance"",""Contemporary Romance"",""Novels"",""Adult Fiction"",""Womens Fiction"",""Modern"",""Drama""]",1998,279.0
252,The Klone and I,,"[""Danielle Steel""]",en,"[""Romance"",""Fiction"",""Contemporary"",""Womens Fiction"",""Chick Lit"",""Humor"",""Fantasy"",""Romance"",""Contemporary Romance"",""Adult Fiction"",""Science Fiction"",""Novels""]",1999,301.0
